sepal length,sepal width,petal length,petal width,iris,Seto=0 || Versi=1,,Sigmoid1,,,,,,,,,,,,,Sigmoid2,,,,,,,,,,,,,Sigmoid3,,,,,,,,,Sigmoid4,,,,,,,,,Sigmoid5,,,,,,,,,Sigmoid6,,,,,,,,,,,Sigmoid7,,,,,,,,,,,Sigmoid8,,,,,,,,,
,,,,,,,w1,w2,w3,w4,bias,result,activation,Δw1,Δw2,Δw3,Δw4,Δbias,,w1,w2,w3,w4,bias,result,activation,Δw1,Δw2,Δw3,Δw4,Δbias,,w1,w2,bias,result,activation,Δw1,Δw2,Δbias,,w1,w2,bias,result,activation,Δw1,Δw2,Δbias,,w1,w2,bias,result,activation,Δw1,Δw2,Δbias,,w1,w2,w3,bias,result,activation,Δw1,Δw2,Δw3,Δbias,,w1,w2,w3,bias,result,activation,Δw1,Δw2,Δw3,Δbias,,w1,w2,bias,result,activation,Δw1,Δw2,Δbias,error,prediksi
4.7,3.2,1.3,0.2,Iris-setosa,0,,0.363124067504442,0.626639152923784,0.729021159761345,0.461245008897095,0.129187823945762,4.88109274004191,0.992468437893175,-0.0697342804634756,-0.0474786590389621,-0.0192882052345784,-0.00296741618993513,-0.0148370809496757,,0.698220293832265,0.544336929210115,0.540563941409677,0.446598909966333,0.139865133926014,5.95543159423588,0.997414974655259,-0.0241737723233074,-0.0164587386031029,-0.00668636255751057,-0.00102867116269393,-0.00514335581346967,,0.624017480032745,0.250245617302155,0.640343661820236,1.50926004148539,0.818951519144349,-0.241022713110948,-0.242223988300546,-0.242851766271373,,0.216678256735121,-0.210200076629168,0.632304026599445,0.637693653483151,0.654231921910868,-0.293761622118252,-0.295225751966232,-0.295990895934034,,0.490180545906777,0.638619182660425,0.67520669637903,1.79866375294836,0.8579861967691,-0.207509440939639,-0.20854368347965,-0.209084171361804,,0.17443936553719,0.163196511781146,0.176078544027277,-0.0594981845409536,0.341200526738636,0.584482115726365,-0.232498611378711,-0.185735064662712,-0.243580474140077,-0.283897893762537,,0.358827657168243,0.689823126311025,-0.174294195749538,-0.127928110579903,0.467696639943987,0.614838437268287,-0.23848065110184,-0.190513908408065,-0.249847643063986,-0.291202403960381,,0.484957601091578,0.642080989073009,0.409361274972443,1.08758639161736,0.747926950998507,-0.164833698410508,-0.173394687045165,-0.282016667363143,0.559394724029923,1
4.6,3.1,1.5,0.2,Iris-setosa,0,,0.356150639458094,0.621891287019888,0.727092339237887,0.460948267278102,0.127704115850794,4.87668820943213,0.992435443226678,-0.0685450103012615,-0.0461933765073719,-0.0223516337938896,-0.00298021783918528,-0.0149010891959264,,0.695802916599935,0.542691055349805,0.539895305153926,0.446496042850063,0.139350798344668,5.92152865258966,0.997326070494076,-0.0244687692014528,-0.0164898227227182,-0.00797894647873461,-0.00106385953049795,-0.00531929765248974,,0.599915208721651,0.2260232184721,0.616058485193099,1.4368544495784,0.807967072261639,-0.248825731138198,-0.250051920623711,-0.250722334471648,,0.187302094523295,-0.239722651825791,0.602704937006042,0.549508523847718,0.634021557271693,-0.292008716601803,-0.293447707723571,-0.294234469954442,,0.469429601812813,0.61776481431246,0.65429827924285,1.73628980892942,0.850215188835059,-0.214910560276013,-0.215969619032238,-0.216548654869963,,0.151189504399319,0.144623005314874,0.151720496613269,-0.0878879739172074,0.254957341034247,0.563396292999356,-0.223943801740906,-0.175731416286151,-0.235653689639384,-0.27716946572346,,0.334979592058059,0.670771735470219,-0.199278960055936,-0.157048350975941,0.369457870928459,0.591327974443886,-0.230916740208995,-0.181203165640889,-0.242991238903348,-0.285799691765432,,0.468474231250527,0.624741520368492,0.381159608236128,1.01452339127889,0.733904450597042,-0.161495577693826,-0.169502096527718,-0.286646503891729,0.538615742606146,1
5,3.6,1.4,0.2,Iris-setosa,0,,0.349296138427968,0.617271949369151,0.724857175858498,0.460650245494183,0.126214006931202,5.20180381210072,0.994523534285131,-0.0541664660980598,-0.0389998555906031,-0.0151666105074567,-0.00216665864392239,-0.010833293219612,,0.69335603967979,0.541042073077533,0.539097410506052,0.446389656897014,0.138818868579419,6.39736483614536,0.998336829222344,-0.0165764310414264,-0.011935030349827,-0.0046414006915994,-0.000663057241657057,-0.00331528620828529,,0.575032635607831,0.201018026409729,0.590986251745934,1.36355343994235,0.796336617881383,-0.256892475952284,-0.257877477055009,-0.258307085851859,,0.158101222863115,-0.269067422598148,0.573281490010597,0.46189695942356,0.613464091053309,-0.289343145977529,-0.290452572467337,-0.290936449468247,,0.447938545785212,0.596167852409236,0.632643413755853,1.67330516291124,0.842015987834939,-0.222791632027847,-0.223645880492742,-0.224018461451484,,0.128795124225228,0.127049863686259,0.12815512764933,-0.115604920489553,0.172808548684079,0.543094945884095,-0.21463679091825,-0.165347116898342,-0.226948761958943,-0.269530228924147,,0.311887918037159,0.65265141890613,-0.223578083946271,-0.185628320152484,0.274861337916932,0.568285964857196,-0.222053033456468,-0.171060276868108,-0.23479041415303,-0.278843178211785,,0.452324673481145,0.60779131071572,0.352494957846955,0.943549473355141,0.719816076590958,-0.15768560672045,-0.164999725809173,-0.290346297485343,0.5181351841188,1
5.4,3.9,1.7,0.4,Iris-setosa,0,,0.343879491818162,0.61337196381009,0.723340514807752,0.460433579629791,0.125130677609241,5.78808289931176,0.996945508246138,-0.032787292452587,-0.0236797112157573,-0.0103219254017404,-0.00242868832982126,-0.00607172082455315,,0.691698396575647,0.539848570042551,0.538633270436892,0.446323351172848,0.13848733995859,7.07327400484489,0.999153263576415,-0.00912927353963229,-0.00659336422306777,-0.00287403055877313,-0.000676242484417207,-0.00169060621104302,,0.549343388012602,0.175230278704228,0.565155543160748,1.28790287116936,0.783792016850807,-0.264834654713033,-0.265421136236595,-0.265646068438524,,0.129166908265362,-0.298112679844882,0.544187845063773,0.375099957092442,0.592690730662222,-0.285286999045297,-0.285918772685473,-0.286161075691273,,0.425659382582427,0.573803264359962,0.610241567610705,1.60791818135514,0.83312215263372,-0.230949736215628,-0.231461178924321,-0.231657331624798,,0.107331445133403,0.110515151996425,0.105460251453436,-0.142557943381968,0.0949301643648415,0.523714734521395,-0.204780011584247,-0.15485130249035,-0.217668412537431,-0.261268304832999,,0.289682614691513,0.635545391219319,-0.247057125361574,-0.213512637973663,0.184391381028065,0.545967676556654,-0.212154118317981,-0.160427481647619,-0.22550662923737,-0.270676549080448,,0.4365561128091,0.591291338134803,0.323460328098421,0.874917154871464,0.705767824543832,-0.15351070346613,-0.160033462061313,-0.293118931638267,0.498108222161334,1
4.6,3.4,1.4,0.3,Iris-setosa,0,,0.340600762572903,0.611003992688514,0.722308322267578,0.460190710796809,0.124523505526785,4.91798945291674,0.992739282729845,-0.0658321088938832,-0.048658515269392,-0.0200358592285732,-0.00429339840612282,-0.0143113280204094,,0.690785469221684,0.539189233620244,0.538345867381015,0.446255726924406,0.138318279337486,6.0367357644768,0.997616349779457,-0.0218251617221641,-0.0161316412729039,-0.0066424405241369,-0.00142338011231505,-0.0047446003743835,,0.522859922541299,0.148688165080568,0.538590936316896,1.20598826529181,0.769588349214161,-0.270948410116298,-0.272279508407774,-0.272930078248985,,0.100638208360833,-0.326704557113429,0.515571737494645,0.289553432554182,0.571886802313749,-0.27799946985771,-0.279365208151579,-0.280032708178187,,0.402564408960864,0.55065714646753,0.587075834448225,1.53606190949151,0.822891513317256,-0.238116637890342,-0.239286442318173,-0.239858180322598,,0.0868534439749783,0.0950300217473901,0.0836934101996931,-0.168684773865268,0.0213736369418285,0.505343205824564,-0.194430915349903,-0.144483053263387,-0.207897573204318,-0.252642747968365,,0.268467202859714,0.619502643054557,-0.269607788285311,-0.240580292881708,0.0984563632424122,0.524594226689654,-0.201372399454615,-0.14964132151421,-0.215319837802562,-0.261662484444105,,0.421205042462487,0.575287991928672,0.294148434934594,0.808794300651725,0.691852517585438,-0.149074067683178,-0.154753035866257,-0.294995689988422,0.478659906089309,1
5,3.4,1.5,0.2,Iris-setosa,0,,0.334017551683515,0.606138141161575,0.720304736344721,0.459761370956196,0.123092372724744,5.0264591898,0.993480774887423,-0.0643450158943705,-0.0437546108081719,-0.0193035047683111,-0.00257380063577482,-0.0128690031788741,,0.688602953049467,0.537576069492953,0.537681623328601,0.446113388913175,0.137843819300047,6.30436233359896,0.998175024973082,-0.0181832003736171,-0.0123645762540596,-0.00545496011208514,-0.000727328014944685,-0.00363664007472342,,0.495765081529669,0.121460214239791,0.511297928491997,1.12506955823426,0.754927856189126,-0.277520017630851,-0.278831314637764,-0.279341105178707,,0.0728382613750615,-0.354641077928587,0.487568466676827,0.205938012211327,0.551303314633541,-0.270971447684735,-0.272251802346504,-0.272749563488473,,0.37875274517183,0.526728502235713,0.563090016415965,1.46514082305318,0.812317691307876,-0.246073373757434,-0.247236083681006,-0.247688108293105,,0.067410352439988,0.0805817164210514,0.0629036528792613,-0.193949048662104,-0.0475363783661316,0.488118142784131,-0.184142944671163,-0.134474592414776,-0.198141544863645,-0.243921247787459,,0.248329962914253,0.604538510903136,-0.291139772065567,-0.266746541326118,0.0175107625965855,0.504377578792801,-0.190369748644035,-0.139021858278227,-0.204841712284944,-0.252169458423512,,0.406297635694169,0.559812688342046,0.264648865935752,0.745327081611823,0.678159642263158,-0.144497166272695,-0.149310432206725,-0.296029083140633,0.459900500394494,1
4.4,2.9,1.4,0.2,Iris-setosa,0,,0.327583050094078,0.601762680080758,0.71837438586789,0.459503990892619,0.121805472406857,4.40590760344857,0.98794214237796,-0.103565676512057,-0.0682591958829468,-0.0329527152538364,-0.00470753075054805,-0.0235376537527403,,0.686784633012106,0.536339611867548,0.537136127317393,0.44604065611168,0.137480155292575,5.55591612442841,0.996150350611645,-0.0336165881793655,-0.0221563876636727,-0.0106961871479799,-0.0015280267354257,-0.00764013367712852,,0.468013079766584,0.0935770827760146,0.483363817974127,1.03895050647617,0.738647454845607,-0.281749174512547,-0.284090056427455,-0.285187929967621,,0.0457411166065881,-0.381866258163238,0.460293510327979,0.125086880106986,0.53123100871843,-0.261388946129127,-0.263560667334022,-0.264579204506823,,0.354145407796087,0.502004893867612,0.538321205586655,1.38826872951302,0.8003157118409,-0.252713293443884,-0.254812933946125,-0.255797665271782,,0.0489960579728716,0.0671342571795738,0.0430894983928968,-0.21834117344085,-0.112001358181475,0.472028894181663,-0.173785894901298,-0.124985817853726,-0.188294945407903,-0.235275832552111,,0.229292988049849,0.590636325075314,-0.311623943294062,-0.291963487168469,-0.0582300123800532,0.485446608896198,-0.179135058302079,-0.128832905460345,-0.19409070018478,-0.242517668106664,,0.391847919066899,0.544881645121373,0.235045957621689,0.684520444420175,0.664746865827992,-0.139856940318047,-0.143832460776998,-0.296288939177147,0.441888395628138,1
4.9,3.1,1.5,0.1,Iris-setosa,0,,0.317226482442872,0.594936760492463,0.715079114342506,0.459033237817564,0.119451707031583,4.63668742382381,0.990403247527701,-0.0922517217480343,-0.0583633341671237,-0.0282403229840921,-0.00188268819893948,-0.0188268819893948,,0.683422974194169,0.53412397310118,0.536066508602595,0.445887853438138,0.136716141924862,5.98996158033766,0.997502492916961,-0.0243534662652183,-0.0154072949841177,-0.00745514273425049,-0.000497009515616699,-0.00497009515616699,,0.43983816231533,0.0651680771332691,0.454845024977365,0.955467488720124,0.722213403741099,-0.28700167174253,-0.289058909842177,-0.289782644048229,,0.0196022219936753,-0.40822232489664,0.433835589877297,0.0460469074498361,0.511509693250477,-0.253166208757546,-0.254980913065842,-0.255619324138439,,0.328874078451698,0.476523600473,0.512741439059477,1.3137928737913,0.788147148778622,-0.260669958187054,-0.262538449635762,-0.263195782967951,,0.0316174684827419,0.0546356753942012,0.0242600038521065,-0.241868756696061,-0.171967066738647,0.457113869383644,-0.163852504379832,-0.116049001333262,-0.178811253679662,-0.226875468567973,,0.211379482219642,0.577753034529279,-0.33103301331254,-0.316215253979136,-0.128930606771527,0.467811924761715,-0.168229926459797,-0.119149322947001,-0.183588308098,-0.232936588532362,,0.377862225035095,0.530498399043674,0.205417063703974,0.626316604623309,0.651653795042308,-0.135238185532035,-0.138403229725514,-0.295852291059086,0.424652668593043,1
7,3.2,4.7,1.4,Iris-versicolor,1,,0.308001310268069,0.589100427075751,0.712255082044097,0.45884496899767,0.117569018832643,8.14868139955552,0.999710967226771,0.00000116922117505903,0.000000534501108598412,0.000000785048503253918,0.000000233844235011805,0.000000167031596437004,,0.680987627567647,0.532583243602768,0.53532099432917,0.445838152486576,0.136219132409245,9.74758099173994,0.999941567564849,0.000000047798099565301,0.0000000218505598012805,0.0000000320930097081307,0.0000000095596199130602,0.00000000682829993790015,,0.411137995141077,0.0362621861490514,0.425866760572542,0.873145990619914,0.705399891283018,0.122406828613409,0.122435063830373,0.122442218427361,,-0.00571439888207926,-0.433720416203224,0.408273657463453,-0.0311341626332003,0.492217088019661,0.25375657422012,0.253815107489958,0.253829939391431,,0.302807082632993,0.450269755509423,0.486421860762682,1.23938486737596,0.775456923382976,0.0781738439945778,0.0781918761213074,0.0781964453300282,,0.0152322180447586,0.043030775260875,0.00637887848414032,-0.264556303552859,-0.227684470222005,0.443323514606074,0.193817016905232,0.135242504072736,0.213066020403306,0.274761903567504,,0.194556489573662,0.565838102234579,-0.34939184412234,-0.339508912832372,-0.194691927764443,0.451480183079547,0.191641129261136,0.133724203470099,0.210674033731677,0.271677287775831,,0.364338406481891,0.516658076071122,0.175831834598066,0.570612500239711,0.638904494367164,0.0738636683388063,0.0752226791627857,0.166613468280472,0.130389964188233,1
6.4,3.2,4.5,1.5,Iris-versicolor,1,,0.308001427190186,0.589100480525862,0.712255160548947,0.458844992382094,0.117569035535803,7.86731541827916,0.99961708533725,0.00000187606393098144,0.00000093803196549072,0.00000131910745147132,0.000000439702483823775,0.00000029313498921585,,0.680987632347457,0.532583245787824,0.535320997538471,0.445838153442538,0.136219133092075,9.27650808572377,0.999906411372107,0.000000112102547762091,0.0000000560512738810453,0.0000000788221038952199,0.00000002627403463174,0.0000000175160230878267,,0.423378678002417,0.0485056925320887,0.438110982415278,0.909828695464872,0.712965107266816,0.117436021518771,0.117470011832616,0.117481006718838,,0.0196612585399327,-0.408338905454228,0.433656651402596,0.0450096917819945,0.511250523665887,0.244157484644364,0.244228152821158,0.244251011938227,,0.310624467032451,0.458088943121554,0.494241505295685,1.26279310087101,0.779506549796574,0.0757660805184233,0.0757880100152022,0.0757951035749468,,0.0346139197352818,0.0565550256681486,0.027685480524471,-0.237080113196108,-0.161906796307249,0.459611490462592,0.191382119963365,0.137235620725744,0.20924392302633,0.26843125703169,,0.213720602499776,0.579210522581589,-0.328324440749172,-0.312341184054789,-0.119775220808055,0.470091941593572,0.188227089073792,0.13497322221839,0.205794431293613,0.264006032210145,,0.371724773315772,0.524180343987401,0.192493181426113,0.609755114181867,0.647884938291315,0.0738393664839904,0.0755231143624412,0.160656049764274,0.123985016682111,1
6.9,3.1,4.9,1.5,Iris-versicolor,1,,0.308001614796579,0.589100574329058,0.712255292459692,0.458845036352342,0.117569064849302,8.24731047494679,0.999738106441706,0.000000946269768209692,0.000000425135692963775,0.000000671988675974999,0.00000020571081917602,0.000000137140546117347,,0.680987643557712,0.532583251392952,0.535321005420681,0.445838156069941,0.136219134843678,9.77787211537629,0.999943310911366,0.0000000443458941569069,0.0000000199235176646973,0.0000000314920117925861,0.00000000964041177324064,0.00000000642694118216043,,0.435122280154294,0.0602526937153503,0.449859083087162,0.945116685564269,0.720132044432888,0.112780685248014,0.112803834411335,0.112810229520435,,0.0440770070043692,-0.383916090172112,0.458081752596419,0.118252889797736,0.52952882017323,0.23435374226058,0.234401845293848,0.234415134074161,,0.318201075084293,0.465667744123074,0.501821015653179,1.28558010176872,0.78339813602825,0.073489138286154,0.0735042225362698,0.0735083896598865,,0.0537521317316184,0.0702785877407229,0.048609872827104,-0.210236987492939,-0.0962329335613137,0.475960315927293,0.188252706463926,0.13842632655899,0.204791358038029,0.261414150250983,,0.232543311407155,0.592707844803428,-0.307744997619811,-0.285940580833774,-0.0457096623121469,0.488574573684348,0.18405076448869,0.135336546852915,0.200220260922512,0.255579189832654,,0.379108709964171,0.531732655423645,0.20855878640254,0.648790543205529,0.656737862616139,0.0736621854719071,0.0756144360343943,0.154765393262659,0.117828894961336,1
5.5,2.3,4,1.3,Iris-versicolor,1,,0.308001709423556,0.589100616842628,0.71225535965856,0.458845056923424,0.117569078563357,6.61202991176565,0.998657703210472,0.000019792763909754,0.00000827697399862439,0.000014394737388912,0.00000467828965139639,0.000003598684347228,,0.680987647992301,0.532583253385304,0.535321008569882,0.445838157033983,0.136219135486372,7.82746632065393,0.999601524632795,0.0000017459128203779,0.000000730108997612575,0.00000126975477845665,0.000000412670302998412,0.000000317438694614163,,0.446400348679096,0.0715330771564838,0.461140106039205,0.978445825950721,0.726799725413887,0.108348691182858,0.108451090448883,0.108494322763986,,0.0675123812304272,-0.360475905642727,0.481523266003835,0.188612760707825,0.547013897016539,0.22418924224617,0.224401121260177,0.224490575224573,,0.325549988912908,0.473018166376701,0.509171854619168,1.30711453911629,0.787029913294033,0.0712976321203781,0.0713650148004894,0.0713934633370087,,0.072577402378011,0.084121220396622,0.0690890086309068,-0.184095572467841,-0.0309557432849528,0.492261682111005,0.184467839535165,0.138836694965576,0.199754764178293,0.253808350615594,,0.250948387856024,0.60624149948872,-0.28772297152756,-0.260382661850509,0.0271824973707449,0.506795205939736,0.179197450690848,0.134870023213078,0.1940476160739,0.246556849741242,,0.386474928511361,0.539294099027084,0.224035325728806,0.687593788110055,0.665431439346451,0.073333024805806,0.0754981075294451,0.148971629258906,0.111936121777788,1
6.5,2.8,4.6,1.5,Iris-versicolor,1,,0.308003688699947,0.589101444540028,0.712256799132299,0.458845524752389,0.117569438431791,7.73372702283068,0.999562382245994,0.00000248853137977977,0.00000107198274821282,0.00000176111451492107,0.00000057427647225687,0.00000038285098150458,,0.680987822583583,0.532583326396203,0.53532113554536,0.445838198301013,0.136219167230241,9.18510784889308,0.999897455160755,0.000000136686754766976,0.0000000588804482073129,0.0000000967321649120141,0.0000000315430972539176,0.0000000210287315026118,,0.457235217797382,0.0823781862013721,0.471989538315604,1.01139440060743,0.733292947000197,0.104276490979355,0.104311446504287,0.104322144201794,,0.0899313054550442,-0.33803579351671,0.503972323526292,0.255863143754824,0.563619090367607,0.214564110353645,0.214636036451641,0.21465804852672,,0.332679752124946,0.48015466785675,0.516311200952869,1.32895079698541,0.790667031346938,0.0692641954931329,0.069287414209928,0.0692945200053426,,0.0910241863315275,0.0980048898931796,0.0890644850487361,-0.158714737406282,0.0336904353221585,0.508421812250648,0.180184274816989,0.138492123081706,0.194282198196175,0.245719361619525,,0.268868132925109,0.619728501810027,-0.26831820992017,-0.235726976876384,0.0985725806418513,0.524623210659523,0.173872520874535,0.133640821797242,0.187476601916151,0.237111950395574,,0.393808230991942,0.546843909780029,0.238932488654697,0.726040190813247,0.673935718948014,0.0728583107000478,0.0751800177759573,0.143302881474584,0.106317915377949,1
5.7,2.8,4.5,1.3,Iris-versicolor,1,,0.308003937553085,0.589101551738302,0.71225697524375,0.458845582180036,0.117569476716889,7.32433191106765,0.999341134402753,0.00000494552359403739,0.00000242938001110609,0.00000390436073213478,0.00000112792643372783,0.000000867635718252174,,0.680987836252259,0.532583332284248,0.535321145218577,0.445838201455323,0.136219169333115,8.4976179817424,0.999796087976514,0.000000473916634863668,0.000000232801153968117,0.000000374144711734474,0.000000108086250056626,0.0000000831432692743276,,0.467662866895317,0.0928093308518009,0.482421752735783,1.04256689857034,0.739344987148484,0.10039753627496,0.100443242607215,0.100463728369354,,0.111387716490409,-0.316572189871546,0.525438128378964,0.320244818339292,0.579383915095129,0.204871688635946,0.204964957194298,0.205006760537668,,0.339606171674259,0.487083409277743,0.523240652953403,1.34960715691868,0.794065395741916,0.0673067606323373,0.0673374022723477,0.0673511359787692,,0.109042613813226,0.11185410220135,0.108492704868354,-0.134142801244329,0.0974340789433168,0.524339267582052,0.175422021728402,0.13746856949,0.18840535815743,0.237266803424167,,0.286255385012562,0.633092583989752,-0.249570549728555,-0.212015781836827,0.168254024710412,0.541964553519888,0.168130377602393,0.131754509890432,0.18057404479334,0.227404500638924,,0.401094062061947,0.554361911557624,0.253262776802155,0.764016649420986,0.682225155906076,0.0722452231150142,0.0746736941332479,0.137783354369333,0.100980851538917,1
6.3,3.3,4.7,1.6,Iris-versicolor,1,,0.308004432105444,0.589101794676304,0.712257365679824,0.45884569497268,0.117569563480461,8.08379613882802,0.999691597431846,0.00000119804342130273,0.000000627546554015717,0.000000893778425416324,0.000000304264995886408,0.000000190165622429005,,0.680987883643922,0.532583355564364,0.535321182633048,0.445838212263948,0.136219177647441,9.41331861596419,0.99991837706279,0.0000000839381770332038,0.000000043967616541202,0.0000000626205447708028,0.000000021317632262401,0.0000000133235201640006,,0.477702620522813,0.102853655112522,0.492468125572719,1.07286868127564,0.745142076786258,0.0967679197476349,0.0967898715107426,0.0967977724292437,,0.131874885354003,-0.296075694152116,0.545938804432731,0.381721491649093,0.594288238598327,0.195581768398647,0.195626136042999,0.195642104926245,,0.346336847737493,0.493817149504978,0.52997576655128,1.36998264581428,0.797377349724615,0.0654539583148406,0.0654688065185752,0.0654741507110676,,0.126584815986067,0.12560095915035,0.127333240684097,-0.110416120901912,0.160083366539805,0.53993559330219,0.170313200891218,0.135833333428463,0.182252342178109,0.228564734427247,,0.303068422772801,0.646268034978795,-0.231513145249221,-0.189275331772935,0.236019856165043,0.558732573510503,0.162135014319772,0.129310818804896,0.173500855801151,0.217589395862663,,0.408318584373448,0.561829280970949,0.267041112239088,0.801419169379531,0.690277973344649,0.071505616194583,0.073994968015552,0.132433603343803,0.0959277337954979,1
4.9,2.4,3.3,1,Iris-versicolor,1,,0.308004551909787,0.589101857430959,0.712257455057666,0.458845725399179,0.117569582497024,5.84993167177876,0.997128175187793,0.0000805921887338405,0.000039473725094126,0.0000542763720044232,0.0000164473854558858,0.0000164473854558858,,0.68098789203774,0.532583359961125,0.535321188895102,0.445838214395711,0.136219178979793,6.96365805162097,0.999055262300689,0.00000873852392114212,0.00000428009334913083,0.00000588512835505489,0.00000178337222880451,0.00000178337222880451,,0.487379412497577,0.112532642263597,0.502147902815643,1.1005539754575,0.750363889518816,0.0932540547301851,0.0934342809955416,0.0935226353549003,,0.151433062193868,-0.276513080547816,0.565503014925355,0.440249339677557,0.608318441796453,0.186113644721248,0.186473334894689,0.186649669874383,,0.352882243568977,0.500364030156836,0.536523181622387,1.38828332660266,0.800318044598477,0.0636386904768156,0.0637616809843061,0.0638219760110883,,0.143616136075188,0.139184292493196,0.145558474901907,-0.0875596474591877,0.221366160944088,0.555116650512119,0.164883986570768,0.133671104365426,0.175860847731545,0.219738701280658,,0.319281924204779,0.659199116859284,-0.214163059669106,-0.167516392186668,0.301665652774514,0.574849648900151,0.155934163956344,0.126415501819504,0.166315206430933,0.207811391425485,,0.415469145992907,0.569228777772504,0.280284472573469,0.838139276334568,0.698073181431372,0.0706510441970998,0.0731625108230207,0.127272428474126,0.0911598037709732,1
6.6,2.9,4.6,1.3,Iris-versicolor,1,,0.30801261112866,0.589105804803468,0.712262882694867,0.458847370137725,0.117571227235569,7.73177213619021,0.99956152629163,0.00000253670857876346,0.00000111461437551728,0.0000017680090094412,0.00000049965472005947,0.00000038434978466113,,0.680988765890132,0.53258378797046,0.535321777407938,0.445838392732934,0.136219357317016,9.21730828393555,0.999900704229864,0.000000130134456479129,0.0000000571802914832539,0.0000000906997726975751,0.0000000256325444580104,0.0000000197173418907772,,0.496704817970595,0.121876070363151,0.511500166351133,1.12985116090311,0.755811430320769,0.0900956130594771,0.0901261849087107,0.0901351349463515,,0.170044426665993,-0.257865747058347,0.584167981912794,0.496297706488037,0.621588884833837,0.177938750330566,0.177999129703803,0.178016806019654,,0.359246112616659,0.506740198255266,0.542905379223495,1.40868385296196,0.803558269697308,0.0619903950187809,0.0620114300164472,0.0620175881006196,,0.160104534732265,0.152551402929739,0.163144559675062,-0.0655857773311219,0.281343476575669,0.569875564299505,0.15937188824491,0.131069457689961,0.169439880926545,0.210861971454007,,0.334875340600413,0.671840667041235,-0.197531539026012,-0.14673525304412,0.365247946416027,0.590310217641687,0.14977316842504,0.123175349041546,0.159234781638101,0.198162084372653,,0.422534250412617,0.576545028854807,0.293011715420881,0.874144081274153,0.705607262854861,0.0696991138016331,0.0721983913948816,0.122305847395488,0.0866670836838069,1
5.2,2.7,3.9,1.4,Iris-versicolor,1,,0.308012864799518,0.589105916264906,0.712263059495768,0.458847420103197,0.117571265670548,6.73003645672126,0.998806935692501,0.000014785724004264,0.00000767720284836786,0.000011089293003198,0.00000398077184730185,0.00000284340846235847,,0.680988778903578,0.532583793688489,0.535321786477915,0.445838395296188,0.136219359288751,7.82726597322481,0.999601444823103,0.00000165134236846284,0.00000085742776824032,0.00000123850677634713,0.00000044459217612461,0.000000317565840089007,,0.505714379276543,0.130888688854022,0.520513679845768,1.15646123183609,0.760689107689327,0.087024928461549,0.0870941531513082,0.087128878817018,,0.187838301699049,-0.240065834087967,0.601969662514759,0.549613706433475,0.63404596330783,0.169623246496978,0.169758174693097,0.169825859668639,,0.365445152118537,0.512941341256911,0.549107138033557,1.42685319641466,0.806410533748964,0.0603713909488085,0.0604194138645712,0.0604435039359747,,0.176041723556756,0.165658348698735,0.180088547767716,-0.0444995801857212,0.339673750630873,0.584111270886937,0.153704676542471,0.128115190185017,0.162943138001323,0.20205978367347,,0.349852657442917,0.68415820194539,-0.181608060862202,-0.126919044606854,0.426547154120552,0.605048860016168,0.143586755986624,0.119681749215959,0.152217077073944,0.188758790595522,,0.42950416179278,0.583764867994295,0.30524230016043,0.909326789853876,0.712862383382032,0.0686612115987117,0.071122386907632,0.117548171077839,0.0824480108770472,1
5.1,3.5,1.4,0.2,Iris-setosa,0,,0.308014343371918,0.589106683985191,0.712264168425068,0.458847818180382,0.117571550011394,4.83925749458752,0.992149195582109,-0.0788257840409019,-0.0540961263025797,-0.0216384505210319,-0.00309120721729027,-0.0154560360864514,,0.680988944037815,0.532583879431266,0.535321910328593,0.445838439755406,0.136219391045335,6.31192494605873,0.998188749591446,-0.0184078899639819,-0.0126328656615562,-0.00505314626462248,-0.000721878037803212,-0.00360939018901606,,0.514416872122698,0.139598104169153,0.52922656772747,1.17895011064381,0.764758978356031,-0.273004122923225,-0.274665993086007,-0.275164384690197,,0.204800626348747,-0.223090016618657,0.618952248481623,0.599459080433332,0.645532542605474,-0.293102573714203,-0.294886790072091,-0.295421873060367,,0.371482291213418,0.518983282643368,0.555151488427155,1.44176061878819,0.808727145288807,-0.24823576947348,-0.249746866134608,-0.2502000410612,,0.191412191211003,0.178469867717237,0.196382861567849,-0.0242936018183742,0.396118848482426,0.597754815625744,-0.219832349039099,-0.185560338928219,-0.232471135497747,-0.287453113020868,,0.364211333041579,0.696126376866985,-0.166386353154808,-0.108043165547302,0.485301791047043,0.618999031524114,-0.223285539836704,-0.188475174972997,-0.236122860047471,-0.291968510545232,,0.436370282952651,0.590877106685058,0.316997117268214,0.943591912086951,0.719824635592419,-0.17355472301569,-0.179722860702824,-0.290344332624085,0.518147506005759,1
